"position","rating","height","foot","pace","shooting","passing","dribbling","defending","heading"
2,73,185,1,76,71,70,76,73,74
2,73,185,1,72,72,76,75,68,72
2,73,168,0,90,69,68,80,65,73
2,73,185,1,62,63,69,68,72,73
2,73,183,1,78,71,72,75,53,61
2,73,175,1,72,75,77,72,52,52
2,73,180,1,73,64,67,72,73,71
2,73,178,1,83,60,70,76,72,60
2,73,186,1,68,67,70,73,66,63
2,73,160,0,84,69,66,81,58,55
2,73,168,0,69,53,64,56,74,63
2,73,182,0,72,59,71,69,72,72
2,73,180,1,63,70,73,74,54,57
2,73,174,0,86,74,72,77,60,61
2,73,186,1,73,70,63,79,51,58
2,73,170,0,80,72,80,76,46,53
2,73,171,0,87,60,66,79,43,50
2,73,167,1,84,52,67,71,71,62
2,73,175,1,96,65,68,74,54,62
2,73,181,0,70,63,73,72,67,52
2,73,178,1,71,69,71,73,69,63
2,73,178,1,76,71,68,78,53,58
2,73,181,1,74,72,72,76,57,67
2,73,179,1,70,56,75,69,72,66
2,73,188,1,74,71,72,68,77,75
2,73,180,1,74,69,69,76,57,64
2,73,178,1,55,73,74,70,65,63
2,73,165,0,85,62,70,66,76,70
2,73,193,1,66,50,75,71,71,68
2,73,188,1,66,65,70,74,74,63
2,73,178,1,59,67,74,76,53,54
2,73,187,1,56,62,71,67,68,59
2,73,175,1,77,70,78,77,59,56
2,73,183,1,75,70,67,65,79,72
2,73,178,1,81,70,70,79,50,60
2,73,180,1,82,68,69,67,75,71
2,73,175,1,67,52,71,69,72,72
2,73,188,0,54,77,76,65,71,72
2,73,174,1,66,62,69,68,71,57
2,73,182,1,74,66,69,76,64,66
2,73,176,1,67,65,76,72,59,54
2,73,187,1,81,61,71,73,72,70
2,73,177,0,70,71,72,74,65,56
2,73,174,1,65,61,70,73,71,64
2,73,170,1,74,70,72,74,45,57
2,73,179,0,83,68,68,75,53,63
2,73,186,1,73,55,71,76,66,64
2,73,193,1,65,64,65,49,77,70
2,73,193,1,58,51,68,62,76,77
2,73,173,0,69,69,72,75,46,54
2,73,180,0,78,60,72,78,61,62
2,73,169,1,70,57,69,67,73,75
2,73,177,1,77,62,73,74,50,48
2,73,183,1,74,51,64,70,73,67
2,73,179,1,77,60,73,70,66,67
2,73,180,1,78,67,64,77,79,80
2,73,185,1,70,68,67,76,43,55
2,73,181,1,62,76,76,71,51,61
2,73,183,1,57,72,77,78,71,70
2,73,185,1,65,64,75,72,73,66
2,73,176,1,66,55,65,57,76,67
2,73,177,1,74,70,72,77,67,70
2,73,194,1,48,74,73,67,75,62
2,73,181,0,50,73,68,69,56,61
2,73,178,1,54,67,78,69,72,63
2,73,185,0,61,73,79,71,54,53
2,73,178,1,65,61,71,66,71,63
2,73,183,1,58,74,80,71,76,66
2,73,186,1,57,63,69,64,74,75
2,73,179,1,53,67,73,66,72,56
2,73,185,1,63,68,76,73,51,66
2,73,178,1,37,56,71,59,75,63
2,73,179,1,67,73,72,70,72,73
2,73,181,0,62,74,82,71,59,47
2,73,173,1,73,64,70,73,59,61
2,73,177,1,80,70,71,77,70,68
2,73,179,1,64,40,71,56,74,66
2,73,180,1,55,69,78,70,69,60
2,73,196,0,38,71,71,65,75,61
0,72,184,1,68,70,70,73,56,74
0,72,177,0,67,66,46,69,49,84
0,72,170,0,73,66,66,77,47,57
0,72,175,1,78,65,62,73,55,68
0,72,182,1,64,68,73,73,46,60
0,72,183,1,70,74,60,71,53,73
0,72,175,1,69,74,70,79,51,48
0,72,188,1,33,72,63,62,59,77
0,72,184,1,68,70,62,66,63,82
0,72,179,1,66,71,62,72,46,76
0,72,178,1,71,69,50,72,52,70
0,72,187,0,71,73,65,74,54,68
0,72,190,1,71,68,66,63,64,77
0,72,191,1,47,72,56,54,61,76
0,72,176,1,79,64,58,76,47,73
0,72,179,0,68,70,50,69,53,78
0,72,174,1,73,70,65,71,53,75
0,72,183,1,76,71,59,71,60,81
0,72,185,1,76,70,56,71,55,73
0,72,178,1,67,70,60,69,55,66
0,72,183,1,70,71,63,73,51,79
0,72,173,1,89,68,65,71,52,56
0,72,178,1,73,68,54,68,56,76
0,72,180,1,73,68,66,77,54,54
0,72,174,1,89,69,58,76,53,64
0,72,188,1,71,72,48,67,51,78
0,72,180,1,89,65,65,74,54,65
0,72,182,1,85,68,59,74,51,64
0,72,183,1,64,72,63,70,57,80
0,72,173,1,80,67,45,70,54,66
0,72,177,1,81,67,56,68,47,71
0,72,190,0,71,66,49,68,49,77
0,72,178,1,80,67,48,71,49,72
0,72,184,0,82,68,54,65,51,76
0,72,170,1,67,73,74,82,51,56
0,72,178,1,82,63,47,76,50,71
0,72,168,0,91,67,64,76,53,68
0,72,186,1,88,70,60,72,55,64
0,72,178,1,80,67,60,81,54,61
0,72,180,1,65,71,62,73,47,68
0,72,185,1,68,70,40,64,52,79
0,72,181,1,94,68,61,69,51,67
0,72,188,1,72,71,64,71,54,79
0,72,178,0,77,69,64,73,49,69
0,72,172,0,74,68,75,78,54,66
0,72,186,1,80,71,57,76,57,76
0,72,182,1,85,63,68,80,55,63
0,72,178,1,71,68,54,62,62,77
0,72,175,1,85,67,67,74,56,52
0,72,194,1,65,66,47,68,58,74
0,72,178,1,83,63,57,80,48,57
0,72,183,0,90,70,67,74,47,69
0,72,193,1,64,68,52,72,56,69
0,72,180,1,92,70,63,74,49,68
0,72,179,1,77,72,54,75,45,63
0,72,168,1,86,67,64,78,58,64
0,72,166,1,92,63,59,77,38,51
0,72,182,1,75,68,56,76,48,74
0,72,168,1,76,71,69,83,46,57
0,72,174,1,85,59,64,79,56,54
0,72,175,1,86,59,62,81,50,58
0,72,181,1,75,64,54,69,50,67
0,72,193,1,77,67,62,70,60,72
0,72,191,1,83,64,51,70,57,64
0,72,185,1,74,66,36,67,49,75
0,72,187,1,82,70,42,69,53,72
0,72,180,0,78,69,61,75,52,71
0,72,176,0,92,65,62,77,44,68
0,72,175,1,75,70,48,66,49,72
0,72,188,1,59,63,53,61,73,85
0,72,175,1,81,71,58,76,47,67
0,72,178,1,78,70,58,71,49,70
0,72,185,1,71,71,55,72,57,75
0,72,173,1,74,73,63,75,49,60
0,72,176,1,81,69,59,70,49,64
0,72,179,1,83,66,54,71,63,83
0,72,191,0,74,71,64,73,64,78
0,72,185,1,74,70,55,72,58,72
0,72,176,1,79,69,69,77,50,65
0,72,181,1,73,68,69,72,56,62
1,72,187,1,50,37,47,43,76,82
1,72,192,1,33,41,49,26,81,65
1,72,178,1,54,58,70,67,74,66
1,72,196,1,33,49,59,38,77,69
1,72,184,1,54,36,53,57,74,75
1,72,181,0,66,46,61,45,73,74
1,72,177,1,57,55,74,62,69,70
1,72,166,0,86,67,71,71,65,62
1,72,192,1,53,54,60,45,75,74
1,72,194,1,52,44,50,50,77,74
1,72,193,0,67,36,52,48,74,77
1,72,191,1,63,38,44,36,76,76
1,72,183,1,77,44,71,67,73,69
1,72,172,0,82,55,71,69,68,59
1,72,176,0,76,51,62,56,74,66
1,72,185,1,70,45,64,49,71,78
1,72,184,0,57,44,60,61,71,72
1,72,175,1,71,50,66,54,73,61
1,72,178,1,77,47,66,73,70,68
1,72,185,1,57,44,66,34,74,65
1,72,193,1,69,47,55,44,73,75
1,72,184,0,74,41,62,55,70,69
1,72,185,0,76,63,72,70,71,67
1,72,190,1,62,60,68,54,77,78
1,72,190,0,59,64,60,63,78,75
1,72,189,0,49,51,63,57,74,67
1,72,185,1,62,46,46,63,75,76
1,72,175,0,53,47,68,57,75,72
1,72,183,1,84,65,67,69,70,73
1,72,185,1,57,43,53,49,76,77
1,72,174,1,89,51,69,74,62,62
1,72,181,0,72,54,66,59,69,67
1,72,174,1,81,58,67,72,70,56
1,72,187,1,60,36,53,52,74,73
1,72,178,1,58,47,72,62,73,71
1,72,191,1,51,44,52,38,72,82
1,72,185,1,71,50,65,51,75,75
1,72,175,0,80,59,68,68,73,62
1,72,184,1,74,39,61,62,73,74
1,72,180,0,76,49,73,67,69,66
1,72,188,1,71,50,65,58,75,67
1,72,185,0,58,35,57,49,74,73
1,72,182,0,68,47,68,66,71,71
1,72,181,1,58,36,49,37,74,79
1,72,176,0,75,58,71,68,69,67
1,72,191,1,70,26,44,43,76,77
1,72,186,0,61,39,51,50,76,61
1,72,194,1,51,31,49,31,76,70
1,72,188,0,65,44,55,39,74,74
1,72,184,1,77,62,70,69,70,68
1,72,183,1,72,53,59,62,72,82
1,72,186,1,58,23,63,47,74,75
1,72,174,1,81,62,73,74,68,68
1,72,184,0,78,45,67,68,74,76
1,72,181,1,75,42,43,41,73,70
1,72,186,1,73,35,63,41,73,71
1,72,185,0,68,33,61,45,74,71
1,72,179,1,68,48,72,58,73,67
1,72,176,1,74,33,67,62,75,67
1,72,189,1,53,51,51,55,73,81
1,72,186,0,64,43,61,51,71,74
1,72,180,1,59,23,54,31,72,79
1,72,187,1,80,50,55,60,75,77
1,72,196,1,60,38,45,41,78,81
1,72,180,1,77,42,68,58,70,69
1,72,184,0,77,31,68,68,75,70
1,72,178,0,79,51,68,66,68,68
1,72,182,1,59,45,47,44,74,73
1,72,175,0,78,56,67,67,70,66
1,72,185,1,75,59,70,71,69,64
1,72,170,1,81,48,67,69,71,65
1,72,185,1,66,53,56,53,75,67
1,72,196,1,68,30,28,25,77,76
1,72,187,0,66,50,66,56,74,70
1,72,192,0,64,53,52,40,77,74
1,72,190,1,42,46,50,39,75,64
1,72,174,0,73,51,72,64,69,64
1,72,171,1,89,52,70,72,70,66
1,72,185,1,56,57,64,55,74,66
1,72,185,0,60,50,62,53,77,73
1,72,183,1,72,67,70,70,75,74
1,72,190,0,45,72,75,67,72,61
1,72,166,0,85,65,72,78,69,60
1,72,183,0,66,48,67,53,76,74
1,72,185,0,72,36,69,66,74,69
1,72,185,0,73,46,62,52,72,72
1,72,186,0,60,45,61,53,72,74
1,72,187,0,71,54,68,66,74,70
1,72,190,1,54,35,47,36,73,78
1,72,173,1,62,34,51,33,72,70
1,72,175,0,54,51,70,60,71,70
1,72,193,1,33,49,55,26,79,74
1,72,188,1,68,50,66,68,78,66
1,72,183,0,49,48,71,59,73,75
1,72,187,1,32,47,64,56,73,62
2,72,181,1,75,64,67,72,57,66
2,72,178,0,60,79,74,73,62,69
2,72,177,0,58,70,75,71,54,44
2,72,185,1,43,50,62,52,77,63
2,72,180,1,57,55,64,48,78,55
2,72,177,0,77,59,72,68,71,64
2,72,178,1,73,61,69,64,72,71
2,72,173,1,73,70,68,77,45,47
2,72,176,0,42,71,80,73,58,48
2,72,173,1,79,62,69,75,53,58
2,72,182,1,61,71,74,72,62,64
2,72,188,1,55,71,69,62,70,63
2,72,178,1,69,56,71,67,71,69
2,72,189,1,54,68,70,58,75,64
2,72,169,0,73,68,73,73,58,61
2,72,185,0,53,76,77,68,65,61
2,72,168,1,73,68,71,72,70,63
2,72,185,1,77,66,66,76,54,62
2,72,182,1,67,60,73,66,75,73
2,72,171,1,77,59,69,77,68,62
2,72,180,1,84,68,72,74,72,68
2,72,170,1,86,58,68,73,70,68
2,72,172,1,69,66,71,77,52,56
2,72,173,0,69,59,72,72,44,51
2,72,172,1,84,63,72,74,69,62
2,72,175,1,69,67,71,73,59,57
2,72,178,0,79,70,71,70,64,71
2,72,185,1,72,69,69,74,69,70
2,72,171,1,80,60,68,78,55,67
2,72,170,1,82,62,71,68,64,48
2,72,186,1,57,54,65,64,74,75
2,72,178,1,68,62,72,73,68,63
2,72,178,0,76,71,74,71,44,61
2,72,185,1,67,57,68,78,68,54
2,72,183,1,80,70,69,77,43,48
2,72,175,0,61,68,74,80,41,50
2,72,176,1,81,67,69,75,52,51
2,72,184,1,78,54,71,69,67,61
2,72,181,1,78,60,72,71,57,76
2,72,175,1,64,65,71,75,66,60
2,72,173,1,72,66,72,71,64,51
2,72,175,1,70,65,72,74,67,60
2,72,186,1,45,57,65,57,75,66
2,72,185,1,61,67,74,71,69,69
2,72,186,1,67,60,66,69,73,65
2,72,173,1,70,72,72,71,54,63
2,72,181,1,81,73,65,73,58,59
2,72,178,1,73,58,76,78,68,52
2,72,178,0,91,72,68,75,52,70
2,72,172,1,79,60,72,80,58,50
2,72,171,0,71,66,78,68,68,61
2,72,181,1,77,66,68,80,60,57
2,72,181,1,68,54,62,63,76,73
2,72,181,0,81,68,68,76,58,65
2,72,170,1,49,74,64,67,55,47
2,72,183,0,81,64,68,76,51,58
2,72,182,1,73,68,68,67,74,68
2,72,183,0,85,71,73,74,58,61
2,72,176,0,83,69,66,75,45,60
2,72,181,1,70,70,75,72,60,68
2,72,182,1,71,70,72,74,63,57
2,72,180,0,58,74,70,71,52,62
2,72,188,1,66,55,70,68,73,72
2,72,175,1,63,54,73,69,70,67
2,72,175,1,80,60,70,72,53,59
2,72,182,1,69,61,75,71,69,75
2,72,174,0,71,78,66,72,50,57
2,72,170,1,80,70,70,75,54,67
2,72,180,1,75,67,68,77,59,57
2,72,171,1,88,73,66,79,49,60
2,72,182,1,71,66,73,72,64,66
2,72,184,1,67,66,78,64,69,70
2,72,177,0,76,59,71,75,49,60
2,72,176,1,73,71,73,74,55,61
2,72,183,0,77,65,73,74,67,65
2,72,185,1,73,48,66,72,74,73
2,72,179,0,77,66,68,75,51,54
2,72,183,1,82,63,69,75,53,66
2,72,190,1,51,55,63,59,76,58
2,72,174,1,72,34,57,56,76,66
2,72,183,1,92,64,62,74,54,63
2,72,180,1,64,43,60,65,74,62
2,72,177,0,66,72,71,76,59,64
2,72,176,0,77,69,73,78,54,68
2,72,183,1,72,66,68,71,70,69
2,72,173,1,80,62,74,71,69,69
2,72,183,0,80,63,69,76,53,60
2,72,173,0,85,66,71,72,59,54
2,72,178,1,68,62,72,67,63,55
2,72,181,1,69,70,71,79,56,65
2,72,167,0,88,66,69,79,43,38
2,72,180,1,70,71,77,72,58,57
2,72,178,1,65,55,71,69,61,60
2,72,183,0,89,67,65,76,56,57
2,72,167,1,77,67,70,72,59,61
2,72,175,1,65,66,74,73,71,65
2,72,183,0,85,59,68,73,64,44
2,72,176,1,74,68,77,69,66,68
2,72,182,0,53,58,75,69,73,67
2,72,183,1,56,69,73,51,67,76
2,72,178,1,72,67,64,70,74,67
2,72,183,1,73,68,72,69,70,67
2,72,183,1,66,69,74,74,60,64
2,72,175,1,74,61,62,66,76,76
2,72,194,1,64,73,67,55,78,88
2,72,180,0,64,67,73,66,61,59
2,72,180,1,56,67,74,70,70,59
2,72,176,1,82,71,74,67,65,68
2,72,183,1,54,64,71,55,75,70
2,72,176,1,50,66,78,68,64,46
2,72,181,0,65,75,75,66,62,56
2,72,183,1,55,58,69,62,71,69
2,72,191,0,54,56,65,62,75,75
2,72,178,1,49,72,71,69,70,71
2,72,179,1,57,69,74,69,66,53
0,71,180,0,69,70,75,74,54,66
0,71,169,1,74,71,58,67,52,62
0,71,175,1,78,68,65,75,45,48
0,71,185,1,62,73,68,74,52,66
0,71,191,1,70,68,54,68,57,76
0,71,176,1,77,68,66,72,59,60
0,71,188,1,71,68,58,70,55,75
0,71,186,1,81,66,58,68,55,67
0,71,172,1,88,64,67,74,47,61
0,71,169,1,72,72,65,73,56,73
0,71,175,1,74,67,64,69,54,74
0,71,182,1,79,64,59,75,54,54
0,71,191,1,48,66,51,61,60,82
0,71,180,1,64,69,61,68,48,79
0,71,176,1,64,69,49,62,61,86
0,71,187,1,73,69,62,65,57,77
0,71,178,1,74,70,52,69,57,77
0,71,182,1,73,68,64,68,61,72
0,71,175,1,84,65,65,71,58,62
0,71,184,1,58,71,48,70,55,75
0,71,178,1,81,70,51,66,52,66
0,71,195,1,48,68,45,58,60,76
0,71,192,0,71,67,62,68,56,59
0,71,183,1,54,70,54,65,56,79
0,71,185,0,75,67,44,68,60,81
0,71,172,1,76,68,62,68,51,81
0,71,178,1,69,69,60,73,51,63
0,71,186,1,58,71,52,62,60,78
0,71,180,0,65,69,58,69,56,80
0,71,182,1,74,69,61,69,53,75
0,71,183,1,54,69,49,58,64,76
0,71,180,1,71,67,66,73,56,62
0,71,180,1,77,68,55,69,60,70
0,71,180,1,80,66,66,72,61,58
0,71,186,1,76,68,61,71,63,68
0,71,185,1,68,70,60,67,63,70
0,71,183,1,82,67,62,72,52,66
0,71,193,1,76,64,46,66,56,67
0,71,193,1,60,70,52,65,58,71
0,71,183,1,74,70,66,75,58,68
0,71,176,1,76,72,68,73,39,63
0,71,177,1,87,69,65,71,48,73
0,71,172,1,85,65,55,73,56,63
0,71,191,0,81,62,44,68,56,74
0,71,175,1,80,55,71,73,52,52
0,71,178,1,82,67,42,68,52,69
0,71,183,0,68,67,59,66,57,73
0,71,175,0,76,68,68,72,50,63
0,71,177,1,78,69,64,74,54,59
0,71,174,1,89,67,61,72,54,62
0,71,192,1,72,68,60,64,62,79
0,71,184,1,80,65,66,69,62,77
0,71,180,1,85,68,62,71,58,53
0,71,178,1,71,67,55,70,52,73
0,71,182,1,79,68,66,71,57,79
0,71,183,1,75,69,56,69,58,73
0,71,178,0,76,69,54,76,50,68
0,71,179,1,65,67,62,70,58,74
0,71,172,1,81,61,50,79,47,63
0,71,187,1,76,67,41,68,55,72
0,71,181,1,82,68,65,76,48,62
0,71,180,1,83,67,60,68,56,67
0,71,185,1,68,69,48,67,52,77
0,71,178,1,87,68,62,70,53,66
0,71,180,1,81,68,52,75,44,62
0,71,181,1,78,64,62,73,49,76
0,71,178,0,79,66,61,76,51,57
0,71,176,1,76,70,62,73,46,71
0,71,186,1,71,68,54,68,56,72
0,71,194,1,65,74,50,62,61,68
0,71,185,1,78,67,65,69,55,71
0,71,187,1,58,64,46,62,61,86
0,71,179,1,93,66,61,71,64,69
0,71,186,1,85,69,51,60,55,75
0,71,180,1,74,70,70,77,48,54
0,71,185,1,65,68,64,70,54,72
0,71,190,1,71,69,54,68,62,74
0,71,175,1,82,68,65,74,52,70
0,71,185,1,70,65,53,68,51,76
0,71,184,0,84,64,49,65,55,72
0,71,176,1,84,68,60,70,51,63
0,71,176,1,87,66,66,72,61,58
0,71,184,1,70,71,68,71,54,68
0,71,188,1,74,70,54,75,53,66
0,71,183,1,80,71,67,69,55,68
0,71,176,1,77,67,69,75,51,61
0,71,176,1,85,71,61,73,48,67
0,71,183,1,94,54,55,79,39,42
0,71,181,0,66,69,57,72,55,68
0,71,178,1,65,72,59,64,52,78
0,71,178,1,75,67,66,70,47,67
0,71,191,1,67,66,44,72,57,74
0,71,187,1,65,67,68,76,57,53
0,71,175,1,79,65,62,70,55,68
0,71,177,1,76,68,52,68,52,72
0,71,174,1,75,69,61,72,50,67
0,71,181,1,78,68,65,73,54,71
0,71,183,1,55,72,63,69,54,75
0,71,178,1,68,70,60,70,55,67
0,71,186,1,67,71,53,68,56,70
0,71,179,1,75,69,55,68,50,72
0,71,185,1,58,68,60,64,54,80
0,71,185,1,54,68,34,69,62,75
0,71,180,1,72,68,59,71,53,76
0,71,175,1,34,78,74,79,48,52
0,71,186,1,65,70,53,64,55,78
1,71,182,0,70,52,67,63,75,64
1,71,191,1,36,44,55,50,76,69
1,71,180,1,66,49,68,61,72,64
1,71,180,1,67,53,67,60,71,59
1,71,185,1,84,58,68,68,74,69
1,71,187,1,40,51,66,48,68,74
1,71,175,1,69,69,71,70,70,60
1,71,177,0,68,71,78,73,69,59
1,71,188,1,67,47,46,39,74,78
1,71,176,1,83,71,75,79,66,57
1,71,183,1,56,46,51,46,76,70
1,71,189,1,61,43,48,52,75,75
1,71,179,1,67,55,66,59,70,77
1,71,187,0,61,58,70,64,75,66
1,71,192,1,56,44,48,47,74,74
1,71,184,1,57,53,60,54,76,74
1,71,185,1,59,41,40,46,75,80
1,71,186,1,64,54,51,56,77,63
1,71,185,1,65,46,69,61,72,67
1,71,183,1,63,59,71,51,66,75
1,71,179,1,69,57,66,67,73,65
1,71,180,1,74,51,67,64,73,65
1,71,181,1,79,35,65,68,72,65
1,71,183,1,47,44,55,48,73,69
1,71,175,1,80,61,68,71,68,65
1,71,181,1,61,59,70,64,72,66
1,71,185,1,68,50,66,61,71,69
1,71,183,0,53,34,56,45,74,78
1,71,185,1,60,42,53,59,73,76
1,71,193,1,37,52,58,35,73,78
1,71,188,0,81,47,65,64,74,62
1,71,168,0,73,58,65,60,70,72
1,71,191,1,62,39,48,44,72,73
1,71,191,1,64,36,53,37,72,77
1,71,175,1,65,64,75,69,68,65
1,71,192,1,58,48,62,42,72,69
1,71,183,1,63,47,62,55,70,70
1,71,187,1,64,50,65,60,73,66
1,71,178,0,81,57,72,66,70,60
1,71,180,1,66,49,47,60,74,74
1,71,188,1,65,56,54,58,75,72
1,71,185,1,63,22,42,35,73,75
1,71,186,1,54,45,43,47,74,76
1,71,187,1,67,48,54,56,71,72
1,71,187,1,76,26,54,62,73,66
1,71,176,1,91,46,66,68,70,70
1,71,178,1,74,47,64,54,74,72
1,71,196,1,42,53,54,48,74,66
1,71,182,1,56,51,61,56,74,78
1,71,177,0,83,63,70,72,68,66
1,71,178,1,75,60,71,67,67,64
1,71,191,1,40,40,41,30,73,79
1,71,182,1,76,51,69,61,70,71
1,71,185,0,83,51,74,74,67,64
1,71,181,0,74,50,67,64,71,78
1,71,177,1,64,53,59,57,72,75
1,71,178,1,78,58,68,69,71,71
1,71,180,0,71,50,60,47,73,77
1,71,183,1,62,36,46,45,76,69
1,71,190,1,74,26,54,68,75,74
1,71,192,1,69,47,56,54,72,69
1,71,186,0,61,30,48,39,73,71
1,71,175,1,74,39,69,56,72,70
1,71,177,1,84,61,69,73,67,61
1,71,191,1,68,55,65,58,76,71
1,71,189,1,76,60,67,66,68,71
1,71,192,1,78,43,64,67,73,76
1,71,191,1,71,40,46,56,77,66
1,71,188,1,68,32,54,50,72,80
1,71,195,1,57,58,49,36,76,74
1,71,188,1,56,34,45,33,74,74
1,71,191,0,54,51,51,51,76,67
1,71,186,1,58,51,55,51,74,76
1,71,184,0,78,49,68,63,69,65
1,71,184,1,65,38,50,50,73,78
1,71,177,1,62,58,62,58,72,73
1,71,179,1,81,54,68,68,69,72
1,71,179,0,73,47,66,60,71,64
1,71,184,0,71,53,74,73,72,71
1,71,184,1,51,41,56,45,74,72
1,71,173,1,72,52,66,58,71,69
1,71,175,1,85,48,68,74,70,66
1,71,190,1,59,30,44,36,75,74
1,71,181,0,77,55,72,69,69,67
1,71,176,0,77,57,70,72,64,64
1,71,185,1,73,63,68,71,72,66
1,71,184,1,73,54,67,67,72,74
1,71,187,0,67,36,50,55,72,73
1,71,184,1,73,43,64,42,77,74
1,71,180,1,79,42,65,62,69,66
1,71,170,0,82,61,78,76,68,54
1,71,177,0,75,57,69,73,70,69
1,71,184,0,68,70,73,69,72,69
1,71,187,0,71,30,57,38,74,73
1,71,184,1,61,51,56,60,74,71
1,71,188,1,80,42,49,37,73,79
1,71,187,1,64,42,29,44,76,72
1,71,175,1,77,66,74,62,69,68
1,71,186,1,69,40,45,50,71,75
1,71,190,1,52,49,52,51,76,62
1,71,180,1,67,74,74,65,72,74
1,71,183,0,31,57,68,56,76,66
1,71,180,1,32,43,59,61,71,75
1,71,190,1,51,38,49,52,77,68
1,71,182,0,47,44,54,40,71,76
1,71,181,0,59,55,68,57,72,72
1,71,182,1,54,70,79,71,70,61
1,71,194,1,56,42,51,41,74,77
1,71,178,1,73,34,63,57,71,71
1,71,183,1,71,48,53,54,70,82
1,71,187,1,56,48,60,42,73,70
1,71,177,1,53,58,67,62,69,71
1,71,190,1,24,35,61,30,74,68
2,71,185,1,55,57,71,71,73,64
2,71,172,0,76,65,67,74,53,75
2,71,170,1,76,62,69,74,49,50
2,71,176,1,69,72,71,68,51,62
2,71,180,1,69,58,63,65,75,72
2,71,180,1,64,66,71,69,75,71
2,71,173,0,65,69,75,65,64,59
2,71,175,1,62,71,69,58,71,72
2,71,171,1,58,54,65,63,64,60
2,71,174,1,52,71,71,72,56,63
2,71,183,0,52,73,77,73,57,52
2,71,184,1,74,71,69,69,64,67
2,71,185,1,62,59,63,69,73,73
2,71,180,1,36,63,78,48,63,46
2,71,173,1,58,69,57,70,58,59
2,71,181,1,48,62,68,67,75,61
2,71,179,1,66,63,69,62,70,72
2,71,179,0,63,71,73,71,64,67
2,71,175,1,73,65,70,71,48,66
2,71,180,0,58,68,68,73,51,65
2,71,178,1,67,64,63,74,51,52
2,71,174,1,66,63,73,61,69,58
2,71,170,1,73,64,67,78,55,41
2,71,175,1,74,71,69,78,48,58
2,71,167,0,79,66,71,69,54,62
2,71,185,1,70,53,65,64,71,74
2,71,170,1,64,58,66,58,73,71
2,71,173,1,78,68,71,72,52,64
2,71,181,1,66,65,65,63,70,58
2,71,175,1,63,68,77,69,49,43
2,71,173,0,80,53,74,73,56,61
2,71,186,1,70,60,68,70,74,72
2,71,182,0,75,67,71,72,62,65
2,71,171,1,78,61,70,72,50,46
2,71,189,0,49,66,71,75,60,68
2,71,177,1,69,66,71,72,55,69
2,71,185,0,75,56,73,70,68,68
2,71,175,1,75,62,65,75,52,59
2,71,179,1,93,70,65,74,55,67
2,71,180,1,67,70,69,65,70,70
2,71,180,1,71,65,72,72,47,58
2,71,171,0,86,54,64,71,62,74
2,71,180,0,80,61,72,68,63,54
2,71,182,1,65,74,69,70,62,63
2,71,179,1,54,71,78,72,59,47
2,71,175,1,71,65,73,62,67,66
2,71,176,1,75,73,68,72,73,69
2,71,178,1,76,65,71,76,55,48
2,71,175,1,73,68,73,71,67,65
2,71,179,1,57,63,73,65,66,59
2,71,183,1,65,66,69,72,56,59
2,71,178,1,65,62,69,66,69,69
2,71,194,0,37,64,66,55,74,59
2,71,183,1,69,61,66,71,73,74
2,71,180,1,81,65,68,70,72,60
2,71,175,1,78,65,70,75,67,67
2,71,179,1,82,69,74,66,65,65
2,71,177,0,84,70,71,71,60,59
2,71,176,1,80,60,72,74,51,43
2,71,182,1,81,57,64,74,54,64
2,71,176,1,79,60,72,71,70,66
2,71,173,0,83,64,71,73,67,58
2,71,175,1,67,75,69,68,59,58
2,71,168,1,86,62,66,76,41,48
2,71,178,0,70,70,72,75,56,54
2,71,178,1,77,73,70,70,54,51
2,71,180,1,68,69,63,77,55,58
2,71,177,1,84,61,68,67,50,54
2,71,178,0,70,68,72,72,61,61
2,71,182,1,75,67,72,73,67,60
2,71,187,1,93,58,62,75,45,57
2,71,178,1,76,68,61,69,73,74
2,71,176,1,65,65,72,67,58,63
2,71,186,1,62,65,67,59,74,66
2,71,169,1,83,67,68,73,48,57
2,71,172,0,79,62,68,74,56,56
2,71,192,0,38,70,68,61,71,64
2,71,183,1,59,45,66,59,71,76
2,71,174,1,68,63,67,76,41,54
2,71,175,1,66,70,68,66,64,54
2,71,174,1,80,62,68,75,51,64
2,71,169,0,73,66,68,68,59,59
2,71,186,1,84,58,69,74,56,63
2,71,173,1,67,59,63,62,70,63
2,71,183,0,71,59,70,73,54,56
2,71,170,1,71,70,69,74,50,58
2,71,180,1,66,57,68,67,72,65
2,71,173,1,70,66,66,75,50,52
2,71,177,1,73,60,72,74,66,66
2,71,168,1,70,62,69,68,68,74
2,71,181,0,70,66,70,71,60,63
2,71,173,1,77,60,65,76,38,61
2,71,182,0,67,63,71,73,54,57
2,71,175,1,70,56,69,70,69,66
2,71,168,0,89,63,63,77,63,57
2,71,184,1,72,69,74,66,67,63
2,71,191,0,75,68,69,72,68,70
2,71,184,1,84,68,59,75,56,48
2,71,180,0,73,47,70,68,61,62
2,71,182,1,72,69,66,79,47,63
2,71,162,1,78,61,67,76,41,36
2,71,190,1,63,66,70,66,74,66
2,71,174,1,72,59,71,67,64,63
2,71,181,1,65,58,62,67,73,69
2,71,180,1,87,61,60,74,67,66
2,71,178,1,74,60,67,69,72,62
2,71,181,1,77,66,68,73,53,60
2,71,176,1,63,60,73,70,66,64
2,71,178,1,71,60,70,68,71,60
2,71,180,0,67,69,64,72,55,57
